 OTU# 	 CD-b_Sig_C1492 	 CD-b_Sig_C1675 	 CD-b_Sig_D0742 	 CD-b_Sig_D0743 	 CD-b_TIle_C1671 	 CD-b_TIle_D0756 	 CD-b_TIle_D0757 	 CD-b_TIle_D0758 	 CD-nb_Sig_C1670 	 CD-nb_Sig_C1673 	 CD-nb_Sig_D0745 	 CD-nb_Sig_D0746 	 CD-nb_TIle_C1669 	 CD-nb_TIle_C1672 	 CD-nb_TIle_C1674 	 CD-nb_TIle_C1686 	 CD-nb_TIle_D0759 	 CD-nb_TIle_D0760 	 Ctrl-nb_Sig_C1656 	 Ctrl-nb_Sig_C1663 	 Ctrl-nb_Sig_C1680 	 Ctrl-nb_Sig_C1684 	 Ctrl-nb_Sig_D0768 	 Ctrl-nb_TIle_C1655 	 Ctrl-nb_TIle_C1659 	 Ctrl-nb_TIle_C1662 	 Ctrl-nb_TIle_C1679 	 Ctrl-nb_TIle_C1683 	 Ctrl-nb_TIle_D0761 	 DCtrl-b_Sig_C1493 	 DCtrl-b_Sig_C1668 	 DCtrl-b_Sig_C1682 	 DCtrl-b_Sig_D0748 	 DCtrl-b_TIle_C1677 	 DCtrl-b_TIle_D0762 	 DCtrl-nb_Sig_C1649 	 DCtrl-nb_Sig_C1676 	 DCtrl-nb_Sig_D0749 	 DCtrl-nb_Sig_D0769 	 DCtrl-nb_TIle_C1648 	 DCtrl-nb_TIle_C1664 	 DCtrl-nb_TIle_C1681 	 DCtrl-nb_TIle_D0763 	 DCtrl-nb_TIle_D0764 	 UC-b_Sig_C1658 	 UC-b_Sig_C1661 	 UC-b_Sig_C1666 	 UC-b_Sig_C2485 	 UC-b_TIle_C1665 	 UC-b_TIle_D0765 	 UC-nb_Sig_C1494 	 UC-nb_Sig_D0751 	 UC-nb_Sig_D0752 	 UC-nb_Sig_D0754 	 UC-nb_TIle_C1650 	 UC-nb_TIle_C1653 	 UC-nb_TIle_C1660 	 UC-nb_TIle_C1678 	 UC-nb_TIle_C2484 	 CountZeros 	 CountNonZeros 
Otu00073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	3216	0	0	0	0	0	0	0	0	0	4	0	23	1	0	0	0	0	0	15	4	0	97	0	0	0	0	0	0	50	9
Otu00074	4	12	0	0	4	0	0	1	6	3	0	6	0	0	0	1582	33	3	10	21	47	5	80	26	38	31	37	4	13	87	3	429	69	0	12	0	0	10	49	0	0	210	45	5	3	3	153	14	145	5	2	1	1	31	59	12	1	5	16	13	46
Otu00075	0	0	0	20	2	0	0	2	0	0	0	1489	0	0	0	0	369	0	0	18	0	0	1	0	13	43	0	0	0	0	0	0	0	0	0	2	0	808	0	2	0	0	0	181	0	1	132	3	117	0	2	5	66	15	49	0	0	0	5	36	23
Otu00076	1	1	0	24	489	0	1	0	0	259	0	0	0	2	11	0	0	54	307	0	2	40	0	729	2	1	0	23	1	3	0	0	116	47	17	47	76	0	0	3	1	0	0	0	0	210	0	254	1	0	59	0	1	0	58	0	265	38	200	25	34
Otu00077	0	0	0	0	0	0	0	1	168	1	0	228	196	0	1	0	425	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	326	0	0	1622	0	0	0	0	0	0	0	27	0	0	0	0	49	0	0	217	0	0	0	0	0	0	46	13
Otu00078	0	130	0	0	0	0	0	122	0	0	0	0	0	0	0	127	0	0	21	68	134	43	3	43	0	48	79	36	0	0	78	0	108	1	10	0	27	226	0	0	1	0	80	73	0	247	260	82	305	14	20	0	42	0	19	50	425	54	108	26	33
Otu00079	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	578	0	0	0	0	0	1281	0	0	0	449	1	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	1	0	0	0	0	0	0	131	0	470	0	1	46	13
Otu00080	0	88	0	34	138	0	0	17	2	87	0	301	6	0	7	12	149	65	37	152	347	16	3	20	1	127	240	5	0	1	7	2	66	2	4	2	0	88	45	2	0	0	382	35	0	45	63	21	62	39	16	1	5	41	0	129	49	18	13	12	47
Otu00081	1	0	0	11	0	0	0	1	13	0	0	36	22	0	0	0	13	21	0	4	0	1	0	2	326	12	0	1	0	1	0	0	0	0	0	1793	4	0	0	678	3	0	1	0	0	4	2	0	3	2	0	0	1	0	19	0	4	1	4	30	29
Otu00082	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	45	0	0	0	0	0	1	0	0	0	2750	0	7	0	5	0	0	0	0	0	0	0	0	0	0	52	7
Otu00083	0	0	0	18	3	0	1	94	28	0	0	7	108	0	0	0	3	49	0	154	1	1	0	0	355	112	3	1	1	0	0	146	0	0	0	67	0	10	0	10	0	86	0	3	0	170	72	63	90	10	430	14	3	6	53	0	290	262	169	23	36
Otu00084	8	216	0	0	0	0	0	0	0	0	0	248	0	0	0	0	180	75	29	0	0	0	0	61	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	673	0	944	5	0	1	0	5	1	111	0	0	0	43	16
Otu00085	0	21	5	57	0	0	2	9	1	0	1	0	3	0	9	6	1	27	3	3	21	4	51	61	79	11	5	2	1	12	0	54	303	0	543	696	1	11	9	104	2	56	43	2	6	94	12	16	27	34	3	1	12	6	88	13	233	11	35	8	51
Otu00086	3	6	0	348	0	0	0	182	0	1	0	103	0	3	0	0	99	0	0	1	1	68	0	0	14	0	1	26	4	0	1	1	3	10	1	22	46	224	73	4	0	0	0	74	0	23	78	10	176	3	99	4	7	1	665	337	0	36	18	20	39
Otu00087	0	14	0	1	0	0	0	9	1	0	0	991	0	1	1	0	223	0	0	85	1	0	0	0	34	40	0	0	2	0	0	0	1	24	0	0	10	3	12	0	0	0	0	1	1	369	0	0	1	16	2	0	0	0	1	21	742	4	0	31	28
Otu00088	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	1790	11	0	0	702	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	9
Otu00089	0	3	0	31	232	0	0	120	0	141	0	0	0	0	2	0	0	0	158	0	1	152	0	187	8	1	2	69	0	0	89	0	0	8	0	52	21	4	28	10	0	0	53	2	6	292	1	27	11	9	8	0	134	0	90	1	421	13	28	23	36
Otu00090	0	0	0	80	10	1	0	5	0	5	0	0	1	2	2	0	0	40	0	0	0	791	0	1	311	0	0	402	0	0	0	144	0	0	0	33	0	0	24	6	0	85	0	0	12	7	28	21	27	5	9	30	74	0	54	8	18	12	29	27	32
Otu00091	0	0	3	0	0	0	0	991	0	0	0	0	8	0	0	0	2	0	0	44	0	0	0	1	0	74	0	0	0	0	0	5	720	0	84	0	0	0	7	0	0	3	1	3	0	2	0	0	7	8	2	0	0	0	301	0	0	0	2	39	20
Otu00092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	154	0	920	129	0	47	0	0	0	0	0	0	325	0	0	0	0	165	2	110	0	0	0	0	0	349	0	0	0	1	47	12
Otu00093	0	124	0	93	7	1	0	0	1	1	1	0	12	0	2	208	2	1	5	0	0	0	299	1	5	1	2	0	25	0	0	0	144	0	177	170	1	21	1	17	0	0	3	3	0	68	157	20	80	111	4	0	10	2	0	5	104	4	144	19	40
Otu00094	429	19	33	0	5	0	0	0	14	26	0	0	31	238	13	4	0	0	9	14	141	35	0	31	50	75	0	46	1	13	40	33	0	453	0	0	12	0	0	6	30	9	0	0	23	12	22	0	4	0	6	0	0	0	22	29	11	6	0	23	36
Otu00095	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	69	1	173	27	0	65	241	0	81	1	0	1	1	4	0	0	0	0	0	10	0	0	0	822	15	97	1	0	0	0	114	0	0	0	62	135	0	1	0	0	36	23
Otu00096	0	0	0	0	1	0	0	1	0	0	0	1291	0	0	0	0	534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	20	0	0	0	53	6
Otu00097	0	0	0	0	1	0	0	10	3	0	0	67	0	0	0	1	7	1	0	0	37	13	0	1	320	0	26	26	3	1	0	17	272	0	790	66	0	0	20	13	0	10	0	0	0	1	1	1	0	10	2	0	19	0	51	0	1	0	0	29	30
Otu00098	0	133	0	2	18	0	4	68	0	10	0	4	1	3	7	121	22	7	23	0	126	1	0	86	73	0	111	0	0	0	1	95	5	2	0	2	2	80	17	0	0	40	21	30	0	40	126	21	62	1	6	0	14	2	15	68	186	5	23	16	43
Otu00099	0	101	0	0	515	0	0	19	2	202	0	71	6	0	16	41	57	4	14	64	24	5	3	48	1	86	31	0	0	1	10	0	0	1	0	0	1	83	2	0	0	3	52	39	5	24	17	0	28	14	0	0	22	1	1	5	41	0	0	20	39
Otu00100	0	10	0	1	0	1	0	487	0	0	0	0	0	0	0	0	8	0	0	0	0	25	0	0	13	0	0	11	1	0	0	0	1	5	0	0	18	494	0	0	0	0	0	245	0	2	77	0	64	0	61	0	0	0	132	0	0	40	0	39	20
Otu00101	0	42	0	0	9	0	17	104	59	30	0	26	13	0	1	42	100	12	0	27	21	0	119	3	0	71	14	0	2	0	7	48	63	1	25	7	19	43	43	1	0	25	1	18	1	70	99	54	56	9	0	4	66	110	12	6	67	0	47	14	45
Otu00102	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1644	0	0	0	0	0	0	0	56	3
Otu00103	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	839	0	0	0	0	0	0	0	0	0	472	0	0	0	1	0	0	0	0	0	0	0	0	309	0	0	1	0	51	8
Otu00104	0	0	0	35	31	0	0	343	0	10	0	18	0	0	7	0	55	0	0	23	0	40	0	2	1	22	0	19	0	0	0	0	5	22	2	12	27	22	13	0	0	0	0	61	0	132	0	87	0	25	39	1	0	0	5	51	243	26	80	28	31
Otu00105	0	166	0	1	0	0	0	12	0	0	0	38	1	0	3	0	11	0	0	0	0	3	0	0	18	0	0	5	0	0	0	0	1	7	0	8	1	1	11	0	0	0	0	1	0	42	0	90	0	3	134	661	0	0	24	0	76	59	237	33	26
Otu00106	0	2	0	0	438	0	0	0	21	278	0	22	21	3	22	4	16	0	0	5	209	5	15	0	0	14	182	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	252	9	0	0	7	1	8	55	0	0	0	8	8	1	0	0	0	32	27
Otu00107	0	0	0	0	0	0	0	0	29	0	0	0	141	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	597	0	781	0	0	0	0	3	0	1	0	0	0	52	7
Otu00108	8	1	0	1	0	0	120	1	185	1	0	94	567	0	0	0	81	0	2	16	0	0	0	0	2	27	0	0	0	0	7	6	168	0	83	0	0	0	0	0	0	0	46	1	0	0	18	4	8	2	2	3	0	8	4	13	0	0	6	29	30
Otu00109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1223	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	253	0	0	0	0	55	4
Otu00110	0	0	335	3	0	0	342	1	0	0	0	0	0	0	0	0	0	0	0	0	1	45	0	0	282	0	0	6	0	187	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	48	11
Otu00111	0	0	0	13	9	0	0	0	0	13	0	0	0	0	0	0	1	176	0	84	23	0	4	0	0	304	25	0	1	0	0	0	0	29	0	0	45	0	0	0	1	0	232	5	0	111	3	52	8	45	0	0	0	0	0	2	179	0	25	35	24
Otu00112	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	1	0	0	390	0	0	0	0	0	0	1	83	0	0	49	382	0	0	0	0	0	380	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	47	12
Otu00113	5	2	0	3	0	1	0	0	2	0	0	0	0	670	1	0	2	1	0	15	0	1	12	11	4	4	2	0	0	191	0	7	13	3	43	131	2	1	0	44	0	32	3	0	0	1	0	7	1	0	0	0	6	1	5	2	1	2	56	22	37
Otu00114	0	9	1	11	6	1	7	25	0	0	689	8	4	43	0	10	0	0	1	0	9	0	11	6	0	8	2	0	2	0	0	0	53	0	44	79	0	1	2	29	0	0	32	3	0	0	0	37	1	13	0	4	1	36	1	18	4	2	47	21	38
Otu00115	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	1	0	0	0	26	0	0	0	0	0	0	0	0	88	0	0	158	267	0	0	0	0	0	192	0	119	0	0	0	0	74	1	0	0	0	0	264	66	0	45	14
Otu00116	0	5	0	0	255	0	4	119	0	171	0	0	0	0	33	0	0	0	1	2	2	26	0	0	114	3	2	19	0	3	14	0	0	0	0	0	0	2	0	0	0	0	1	1	0	9	254	0	188	0	0	0	1	0	1	4	11	1	0	32	27
Otu00117	0	0	0	2	0	2	0	95	0	0	0	600	0	0	0	0	191	0	1	34	0	3	0	0	0	58	0	2	1	0	0	0	0	0	2	0	1	24	0	0	0	0	0	5	0	49	0	0	0	1	1	0	0	0	0	0	101	0	0	40	19
Otu00118	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	41	0	2	1	0	137	0	0	0	0	0	0	3	1	0	68	0	0	737	0	0	0	0	0	0	0	0	0	0	0	0	5	87	0	0	0	0	0	0	48	0	47	12
Otu00119	0	9	0	74	48	0	0	17	0	22	0	40	0	0	24	13	15	9	4	9	0	13	1	0	3	4	0	7	0	0	4	0	0	4	0	36	2	5	15	4	0	0	23	4	0	70	80	11	64	5	70	74	55	8	0	96	114	18	7	20	39
Otu00120	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	20	0	0	0	4	95	4	297	5	0	52	3	0	0	0	0	2	216	0	0	0	2	0	0	0	0	0	0	1	0	375	0	0	0	0	44	15
Otu00121	0	9	0	14	270	0	0	9	0	147	0	0	0	0	7	0	0	1	0	0	86	49	0	2	35	0	46	30	0	0	6	0	0	0	0	11	1	17	14	0	0	0	16	9	17	28	0	17	1	6	30	0	9	0	2	55	44	18	50	27	32
Otu00122	0	41	0	11	0	1	0	1	0	0	0	0	1	0	0	2	0	15	1	5	5	1	10	14	71	5	8	1	1	35	0	79	44	1	9	110	0	0	0	6	4	7	1	0	0	19	6	101	1	9	21	0	12	7	1	0	71	12	111	19	40
Otu00123	1	0	0	0	0	0	26	2	0	0	0	3	0	0	0	1	8	27	0	0	0	14	0	0	0	0	0	20	0	0	0	0	0	0	0	724	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	47	12
Otu00124	0	0	0	0	0	0	0	0	0	0	0	84	1	0	0	0	121	0	0	3	0	0	0	0	0	7	0	0	0	0	0	709	0	0	0	0	0	0	0	0	0	51	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	49	10
Otu00125	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	284	5	0	0	0	0	180	0	0	0	0	0	0	0	0	0	2	0	0	0	0	300	5	0	0	0	0	0	29	36	0	0	0	0	0	0	29	0	48	11
Otu00126	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	1
Otu00127	0	0	0	2	0	0	0	25	0	0	0	290	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	7	18	0	26	6	2	0	0	1	389	1	0	0	0	46	13
Otu00128	1	0	0	0	0	17	0	3	0	1	0	0	0	8	2	0	0	0	0	0	0	28	0	0	0	0	0	25	1	0	108	1	0	0	0	0	0	0	0	0	0	0	0	0	272	0	224	1	130	0	9	0	0	0	10	0	0	1	0	41	18
Otu00129	0	17	0	12	42	0	0	5	0	17	0	28	1	0	2	0	58	38	11	0	0	1	2	24	0	0	1	0	1	0	0	0	15	2	4	0	5	172	23	0	0	0	5	76	0	15	36	0	32	2	3	1	11	0	7	35	22	2	0	24	35
Otu00130	0	0	0	37	1	0	0	33	0	0	0	42	0	0	0	37	21	10	0	41	0	0	0	0	0	30	0	0	2	1	0	36	6	5	0	0	5	0	35	0	0	21	0	0	0	13	0	0	0	0	19	0	3	148	7	220	9	19	2	33	26
Otu00131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	820	0	0	0	0	0	0	0	56	3
Otu00132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	815	0	0	0	0	0	57	2
Otu00133	0	0	0	0	1	0	0	55	0	0	0	0	0	0	0	118	0	0	1	21	0	0	1	6	22	19	0	0	0	0	1	0	9	0	0	0	2	0	17	0	0	0	14	0	0	5	260	3	243	0	1	0	9	0	1	0	0	1	7	36	23
Otu00134	0	0	0	0	0	0	0	0	0	0	0	673	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	3
Otu00135	0	0	0	36	0	0	0	71	0	0	0	160	0	0	0	0	92	0	0	3	0	0	2	0	1	12	0	0	0	0	0	0	0	0	0	5	0	182	0	0	0	0	0	50	0	50	0	0	0	0	6	0	0	2	0	34	86	4	0	42	17
Otu00136	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	263	3	0	0	0	0	507	1	0	2	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	48	11
Otu00137	1	15	0	3	0	0	0	3	0	0	0	1	0	0	4	0	0	0	0	0	0	0	2	0	15	0	0	0	0	0	1	0	31	0	8	0	0	0	0	0	0	0	15	0	0	8	196	0	188	31	0	0	0	245	0	0	20	0	0	41	18
Otu00138	0	0	0	0	0	0	0	82	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	4
Otu00139	0	23	0	41	59	2	0	28	0	41	0	0	0	0	1	0	0	0	0	3	0	13	0	0	12	9	0	16	0	0	0	0	6	1	3	35	11	0	10	4	0	0	3	0	13	84	0	0	2	24	47	0	11	0	17	2	177	21	0	29	30
Otu00140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	416	0	156	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	54	5
Otu00141	0	0	0	0	0	0	0	0	0	0	0	396	0	0	0	0	158	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	75	0	66	0	0	43	0	0	0	0	0	0	0	52	7
Otu00142	0	0	0	0	24	0	0	17	2	13	0	4	2	0	3	32	1	2	0	13	25	2	28	2	11	27	27	0	0	3	2	59	2	0	2	0	0	19	4	0	0	10	43	8	5	0	190	2	91	8	0	0	1	10	21	0	1	0	1	21	38
Otu00143	0	37	0	12	35	0	0	5	0	15	0	2	0	0	2	0	4	0	0	52	0	20	0	0	9	28	0	14	0	2	3	0	0	4	0	21	5	13	14	4	0	0	0	35	7	4	0	9	0	0	135	11	2	0	49	15	9	132	8	26	33
Otu00144	0	8	0	76	0	1	0	5	3	0	0	50	5	0	0	151	137	0	8	0	0	18	0	25	0	1	0	14	0	0	0	0	10	0	2	0	8	2	2	0	0	0	0	0	0	5	55	9	58	1	5	5	4	2	11	0	8	2	5	27	32
Otu00145	0	0	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	205	0	0	1	0	0	145	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	27	0	0	95	0	48	11
Otu00146	1	13	0	16	10	1	0	14	0	9	0	68	0	0	1	0	55	16	3	0	0	17	0	3	6	0	0	12	0	0	0	0	11	4	1	1	3	50	13	1	1	0	51	17	5	11	10	21	26	14	67	0	5	0	2	6	24	27	15	19	40
Otu00147	0	3	1	2	158	0	0	27	0	98	0	28	0	0	18	0	22	33	8	22	0	12	0	20	0	33	0	12	0	0	0	0	0	0	0	1	0	7	11	0	0	0	0	0	0	12	1	5	0	0	10	1	3	15	21	20	18	6	7	28	31
Otu00148	0	1	0	114	0	0	0	35	0	0	0	0	0	0	0	0	2	3	0	0	0	4	0	0	1	0	0	6	0	0	0	0	0	2	0	4	16	215	0	0	0	0	0	19	0	0	0	36	0	1	8	1	0	0	1	3	0	5	73	38	21
Otu00149	9	1	0	1	46	0	0	0	17	47	0	33	5	0	3	0	19	0	0	42	0	0	2	0	0	38	1	0	0	0	3	0	54	0	4	0	1	14	6	0	0	0	16	5	1	0	113	5	98	0	0	0	0	0	0	14	0	0	6	31	28
Otu00150	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	3	0	1	0	0	0	0	56	11	196	0	0	0	3	0	0	0	0	5	160	0	0	0	0	0	0	0	0	0	0	1	0	158	0	0	0	0	46	13
Otu00151	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	568	0	0	0	0	0	0	0	0	0	9	0	0	2	0	52	7
Otu00152	0	0	0	80	0	0	0	0	0	0	0	93	0	0	0	0	31	0	0	41	0	0	0	0	1	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	151	0	0	0	0	0	0	109	10	49	10
Otu00153	0	0	0	152	0	1	0	34	0	0	0	7	0	0	0	0	10	0	0	0	10	53	0	0	5	0	3	37	0	0	0	0	0	8	0	0	12	131	0	0	0	0	0	13	0	0	0	0	2	0	32	0	0	0	2	52	0	20	0	40	19
Otu00154	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	85	0	365	0	0	0	0	0	0	2	0	0	0	0	0	71	0	38	0	0	0	0	0	0	0	0	12	50	9
Otu00155	8	0	6	0	2	0	1	2	1	0	1	1	0	4	1	5	0	0	0	1	1	0	439	4	0	0	1	0	2	2	0	0	2	1	0	0	1	0	0	0	46	0	0	0	2	0	1	7	2	3	0	0	0	1	7	5	0	0	0	29	30
Otu00156	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	335	0	0	12	0	0	0	0	2	26	0	1	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	9	0	0	0	0	1	0	32	0	0	0	6	0	2	11	0	46	13
Otu00157	0	0	0	46	0	0	0	0	0	0	0	248	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	11	46	3	0	0	0	0	0	0	49	2	32	2	4	0	0	0	0	0	0	1	4	45	14
Otu00158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	288	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	4
Otu00159	0	11	0	1	11	0	0	51	0	4	0	96	0	0	0	14	31	16	0	0	2	2	0	0	0	0	0	5	0	0	0	0	0	9	0	2	32	0	2	0	0	0	0	1	0	0	12	0	28	0	120	11	11	0	0	0	0	54	0	36	23
Otu00160	0	3	3	2	1	0	7	1	0	0	3	1	0	14	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	30	0	87	83	0	5	4	17	0	8	14	4	149	1	20	1	5	2	0	0	9	4	11	10	1	2	1	23	36
Otu00161	0	1	0	1	0	0	0	11	0	1	0	0	0	0	0	204	0	0	9	0	0	6	0	55	0	0	0	0	0	0	0	0	1	0	0	0	0	153	0	0	0	0	0	4	0	0	0	0	8	3	1	0	0	8	23	0	0	0	1	42	17
Otu00162	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	32	5	0	0	0	179	0	5	0	0	0	131	0	0	29	0	71	13	0	6	0	0	1	0	0	0	18	0	0	0	0	0	1	0	0	0	0	0	1	4	2	0	0	0	42	17
Otu00163	0	0	0	24	27	0	0	9	0	16	0	12	0	0	1	13	21	5	3	3	39	1	0	9	1	2	43	5	0	0	0	0	3	2	1	1	0	34	0	0	0	0	1	14	0	17	18	6	11	0	24	0	2	5	24	0	25	23	5	23	36
Otu00164	0	1	0	1	254	0	0	0	0	98	0	0	0	0	13	0	0	0	0	0	0	1	2	0	0	0	2	0	0	1	0	0	27	0	5	0	0	0	0	0	0	0	54	0	0	0	0	0	1	4	7	0	0	9	3	1	0	8	0	40	19
Otu00165	0	1	0	2	0	0	0	0	0	0	0	356	0	0	0	0	115	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0	0	51	8
Otu00166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339	0	0	0	0	0	0	146	0	56	3
Otu00167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	172	0	0	0	0	0	0	99	0	54	5
Otu00168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	124	0	0	0	0	56	3
Otu00169	0	2	0	12	15	0	0	8	3	17	0	22	3	0	1	9	40	7	4	0	19	11	0	7	2	0	9	8	0	0	0	0	0	0	0	0	4	51	0	0	0	0	13	18	0	1	13	37	9	1	0	0	0	5	0	22	9	0	38	27	32
Otu00170	0	1	0	3	0	0	0	0	2	2	0	56	5	0	0	42	28	0	1	100	0	0	2	0	0	80	0	0	0	0	2	0	0	0	0	0	0	30	0	0	0	0	0	8	0	4	11	3	17	0	0	4	0	0	0	35	2	0	2	36	23
Otu00171	0	0	0	0	0	0	0	0	0	0	0	88	1	0	0	20	66	0	0	8	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	1	0	0	45	43	0	50	0	6	0	1	0	0	10	71	4	3	41	18
Otu00172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	0	0	0	56	3
Otu00173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	1
